Verb,VerbNet Class,Situation Domain,Situation,Polysemy,,,Distinct Verb,Mapping Count,,,,,,Gaps
illuminate,illustrate-25.3,Incremental,Basic Incremental,Monosemous,,,proliferate,1,,,Incremental,,,
illustrate,illustrate-25.3,Incremental,Basic Incremental,Polysemous,,,promenade,1,,,Incremental,,,
illustrate,transfer_mesg-37.1.1,Communication,Communicate,Polysemous,,,promise,2,,,Communication,,,
imagine,characterize-29.2,Communication,Statement,Polysemous,,,prompt,2,,,Communication,,,
imagine,wish-62,Volition,Search,Polysemous,,,promulgate,1,,,Volition,,,
imbibe,devour-39.4,Transformation,Ingestion,Monosemous,,,pronounce,1,,,Transformation,,,
imbue,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,proofread,1,,,Incremental,,,
immerse,put-9.1,Incremental,Causative Incremental,Monosemous,,,prop,1,,,Incremental,,,
immolate,murder-42.1,Transformation,Causative Change of State,Monosemous,,,propagate,2,,,Transformation,,,
immortalize,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,prophesy,1,,,Transformation,,,
immure,conﬁne-92,Affiliation,Cause Membership,Monosemous,,,propose,2,,,Affiliation,,,
impair,amuse-31.1,Affect,Affect,Monosemous,,,prospect,1,,,Affect,,,
impale,poke-19,Force,Basic Force,Monosemous,,,prosper,2,,,Force,,,
impel,compel-59.1,Affiliation,Inducive,Monosemous,,,prostitute,1,,,Affiliation,,,
implant,put-9.1,Incremental,Causative Incremental,Monosemous,,,protect,2,,,Incremental,,,
implore,urge-58.1,Communication,Request,Monosemous,,,protrude,1,,,Communication,,,
imply,indicate-78,Association,Require and Satisfy,Monosemous,,,prove,3,,,Association,,,
import,send-11.1,Motion,Send,Monosemous,,,provide,2,,,Motion,,,
importune,beg-58.2,Communication,Request,Monosemous,,,provoke,2,,,Communication,,,
impound,concealment-16,Incremental,Concealment,Monosemous,,,prowl,2,,,Incremental,,,
imprecate,judgment-33.1,Affiliation,Attack,Polysemous,,,prune,2,,,Affiliation,,,
imprecate,judgment-33.1,Cognition,Judge,Polysemous,,,pry,3,,,Cognition,,,
impregnate,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,publicize,1,,,Incremental,,,
impress,amuse-31.1,Affect,Affect,Monosemous,,,publish,1,,,Affect,,,
imprint,image_impression-25.1,Creation,Image Creation,Monosemous,,,pucker,1,,,Creation,,,
imprison,conﬁne-92,Affiliation,Cause Membership,Polysemous,,,puff,1,,,Affiliation,,,
imprison,pocket-9.10,Incremental,Basic Incremental,Polysemous,,,puke,1,,,Incremental,,,
improve,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,pull,8,,,Transformation,,,
improvise,create-26.4,Creation,Causative Creation,Monosemous,,,pullulate,2,,,Creation,,,
improvise,performance-26.7,Creation,Causative Creation,Monosemous,,,pulp,1,,,Creation,,,
inactivate,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,pulsate,1,,,Transformation,,,
incandesce,light_emission-43.1,Creation,Emission,Monosemous,,,pulse,1,,,Creation,,,
incarcerate,conﬁne-92,Affiliation,Cause Membership,Monosemous,,,pulverize,1,,,Affiliation,,,
incense,amuse-31.1,Affect,Affect,Monosemous,,,pummel,1,,,Affect,,,
inch,run-51.3.2,Motion,Basic Motion,Monosemous,,,pump,1,,,Motion,,,
incinerate,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,punch,1,,,Transformation,,,
incise,image_impression-25.1,Creation,Image Creation,Monosemous,,,punctuate,1,,,Creation,,,
incite,engender-27.1,Causation,Cause and Effect,Polysemous,,,puncture,1,,,Causation,,,
incite,stimulate-59.4,Affiliation,Inducive,Polysemous,,,punt,2,,,Affiliation,,,
incriminate,judgment-33.1,Affiliation,Attack,Polysemous,,,pup,1,,,Affiliation,,,
incriminate,judgment-33.1,Cognition,Judge,Polysemous,,,purchase,1,,,Cognition,,,
indicate,indicate-78,Association,Require and Satisfy,Monosemous,,,purge,1,,,Association,,,
induce,compel-59.1,Affiliation,Inducive,Monosemous,,,purify,1,,,Affiliation,,,
indurate,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,purloin,1,,,Transformation,,,
industrialize,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,purple,1,,,Transformation,,,
infect,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,purpose,1,,,Incremental,,,
infer,conjecture-29.5,Cognition,Judge,Polysemous,,,purr,2,,,Cognition,,,
infer,deduce-97.2,Association,Base and Deduce,Polysemous,,,purse,1,,,Association,,,
infest,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,pursue,1,,,Incremental,,,
inflame,amuse-31.1,Affect,Affect,Monosemous,,,push,4,,,Affect,,,
inflate,bend-45.2,Transformation,Basic Change of State,Monosemous,,,pussyfoot,1,,,Transformation,,,
influence,compel-59.1,Affiliation,Inducive,Monosemous,,,put,3,,,Affiliation,,,
inform,tell-37.2,Communication,Communicate,Monosemous,,,putrefy,1,,,Communication,,,
infuriate,amuse-31.1,Affect,Affect,Monosemous,,,putter,1,,,Affect,,,
ingest,absorb-39.8,Transformation,Absorb,Polysemous,,,putty,1,,,Transformation,,,
ingest,devour-39.4,Transformation,Ingestion,Polysemous,,,puzzle,1,,,Transformation,,,
ingrain,image_impression-25.1,Creation,Image Creation,Monosemous,,,quack,1,,,Creation,,,
inherit,obtain-13.5.2,Possession,Dynamic Possession,Monosemous,,,quadruple,1,,,Possession,,,
initial,illustrate-25.3,Incremental,Basic Incremental,Monosemous,,,quaff,1,,,Incremental,,,
inject,eat-39.1,Transformation,Ingestion,Polysemous,,,quake,1,,,Transformation,,,
inject,ﬁll-9.8,Incremental,Basic Incremental,Polysemous,,,qualify,1,,,Incremental,,,
injury,hurt-40.8.3,Transformation,Hurt,Monosemous,,,quantize,1,,,Transformation,,,
ink,butter-9.9,Incremental,Causative Incremental,Polysemous,,,quarantine,1,,,Incremental,,,
ink,scribble-25.2,Creation,Image Creation,Polysemous,,,quarrel,1,,,Creation,,,
inlay,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,quarry,2,,,Incremental,,,
inquire,inquire-37.1.2,Communication,Communicate,Monosemous,,,quarter,2,,,Communication,,,
inscribe,image_impression-25.1,Creation,Image Creation,Monosemous,,,quaver,1,,,Creation,,,
inseminate,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,quench,1,,,Transformation,,,
insert,put-9.1,Incremental,Causative Incremental,Monosemous,,,quest,1,,,Incremental,,,
insinuate,say-37.7,Communication,Statement,Monosemous,,,question,1,,,Communication,,,
insist,say-37.7,Communication,Statement,Monosemous,,,quibble,1,,,Communication,,,
inspect,assessment-34.1,Cognition,Judge,Polysemous,,,quicken,1,,,Cognition,,,
inspect,investigate-35.4,Volition,Search,Polysemous,,,quickstep,1,,,Volition,,,
inspire,amuse-31.1,Affect,Affect,Polysemous,,,quiet,1,,,Affect,,,
inspire,engender-27.1,Causation,Cause and Effect,Polysemous,,,quieten,1,,,Causation,,,
inspissate,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,quiver,1,,,Transformation,,,
install,appoint-29.1,Affiliation,Cause Role,Polysemous,,,quiz,1,,,Affiliation,,,
install,put-9.1,Incremental,Causative Incremental,Polysemous,,,quote,1,,,Incremental,,,
instigate,engender-27.1,Causation,Cause and Effect,Monosemous,,,race,1,,,Causation,,,
institutionalize,conﬁne-92,Affiliation,Cause Membership,Monosemous,,,rack,1,,,Affiliation,,,
instruct,advise-37.9,Communication,Communicate,Monosemous,,,radiate,1,,,Communication,,,
insulate,butter-9.9,Incremental,Causative Incremental,Monosemous,,,radio,1,,,Incremental,,,
insult,amuse-31.1,Affect,Affect,Polysemous,,,raft,1,,,Affect,,,
insult,judgment-33.1,Affiliation,Attack,Polysemous,,,rag,1,,,Affiliation,,,
insult,judgment-33.1,Cognition,Judge,Polysemous,,,rage,3,,,Cognition,,,
insure,defend-72.3,Communication,Response,Polysemous,,,raid,2,,,Communication,,,
insure,defend-72.3,Affiliation,Defend,Polysemous,,,railroad,1,,,Affiliation,,,
insure,ensure-99,Affiliation,Defend,Polysemous,,,rain,1,,,Affiliation,,,
intend,intend-61.2,Volition,Learn,Polysemous,,,raise,7,,,Volition,,,
intend,wish-62,Volition,Search,Polysemous,,,rake,3,,,Volition,,,
intensify,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,ram,2,,,Transformation,,,
interact,correspond-36.1,Communication,Joint Statement,Polysemous,,,ramble,1,,,Communication,,,
interact,interact-36.6,Affiliation,Reciprocal,Polysemous,,,range,1,,,Affiliation,,,
intercept,confront-98,Communication,Response,Monosemous,,,rank,2,,,Communication,,,
interest,amuse-31.1,Affect,Affect,Monosemous,,,rankle,1,,,Affect,,,
interject,say-37.7,Communication,Statement,Monosemous,,,ransack,1,,,Communication,,,
interlace,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,rant,1,,,Incremental,,,
interlard,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,rap,4,,,Incremental,,,
interleave,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,rarefy,1,,,Incremental,,,
intermix,mix-22.1,Incremental,Basic Incremental,Monosemous,,,rasp,2,,,Incremental,,,
internationalize,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,rate,2,,,Transformation,,,
interpolate,multiply-108,Quantification,Counting,Monosemous,,,ration,1,,,Quantification,,,
interpose,say-37.7,Communication,Statement,Monosemous,,,rationalize,2,,,Communication,,,
interpret,characterize-29.2,Communication,Statement,Monosemous,,,rattle,1,,,Communication,,,
interrogate,interrogate-37.1.3,Communication,Communicate,Monosemous,,,ravage,1,,,Communication,,,
intersect,contiguous_location-47.8,Location,Location,Monosemous,,,rave,1,,,Location,,,
intersperse,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,ravish,1,,,Incremental,,,
interview,interrogate-37.1.3,Communication,Communicate,Monosemous,,,raze,1,,,Communication,,,
interweave,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,re-emerge,1,,,Incremental,,,
intimate,say-37.7,Communication,Statement,Monosemous,,,reach,4,,,Communication,,,
intimidate,amuse-31.1,Affect,Affect,Monosemous,,,react,2,,,Affect,,,
intone,performance-26.7,Creation,Causative Creation,Monosemous,,,read,4,,,Creation,,,
intoxicate,amuse-31.1,Affect,Affect,Monosemous,,,ready,1,,,Affect,,,
intrigue,amuse-31.1,Affect,Affect,Monosemous,,,reaffirm,2,,,Affect,,,
intrude,reﬂexive_appearance-48.1.2,Communication,Statement,Monosemous,,,realize,2,,,Communication,,,
inundate,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,reallocate,1,,,Incremental,,,
inveigle,lure-59.3,Affiliation,Inducive,Monosemous,,,ream,3,,,Affiliation,,,
invent,create-26.4,Creation,Causative Creation,Monosemous,,,reanimate,1,,,Creation,,,
invert,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,reap,1,,,Transformation,,,
invest,equip-13.4.2,Possession,Transfer of Possession,Monosemous,,,reappear,1,,,Possession,,,
invest,invest-13.5.4,Possession,Transfer of Possession,Monosemous,,,reappraise,1,,,Possession,,,
investigate,assessment-34.1,Cognition,Judge,Polysemous,,,rear,1,,,Cognition,,,
investigate,investigate-35.4,Volition,Search,Polysemous,,,rearm,1,,,Volition,,,
invigorate,amuse-31.1,Affect,Affect,Monosemous,,,rearrange,1,,,Affect,,,
invite,urge-58.1,Communication,Request,Monosemous,,,reason,1,,,Communication,,,
invoice,bill-54.5,Possession,Transfer of Possession,Polysemous,,,reason_out,1,,,Possession,,,
invoice,bill-54.5,Possession,Pay and Charge,Polysemous,,,reassemble,1,,,Possession,,,
involve,relate-86.2,Association,Require and Satisfy,Monosemous,,,reassert,1,,,Association,,,
involve,require-103,Association,Require and Satisfy,Monosemous,,,reassign,1,,,Association,,,
iodize,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,reassure,1,,,Transformation,,,
ionize,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,rebel,1,,,Transformation,,,
irk,amuse-31.1,Affect,Affect,Monosemous,,,rebuff,1,,,Affect,,,
iron,preparing-26.3,Creation,Causative Creation,Polysemous,,,rebuild,1,,,Creation,,,
iron,wipe_instr-10.4.2,Incremental,Causative Incremental,Polysemous,,,rebuke,2,,,Incremental,,,
irritate,amuse-31.1,Affect,Affect,Monosemous,,,recall,1,,,Affect,,,
irrupt,appear-48.1.1,Location,Location,Monosemous,,,recap,1,,,Location,,,
isolate,classify-29.10,Cognition,Judge,Polysemous,,,recapture,1,,,Cognition,,,
isolate,concealment-16,Incremental,Concealment,Polysemous,,,recast,1,,,Incremental,,,
issue,appear-48.1.1,Location,Location,Polysemous,,,recede,1,,,Location,,,
issue,fulﬁlling-13.4.1,Possession,Transfer of Possession,Polysemous,,,receive,1,,,Possession,,,
issue,future_having-13.3,Possession,Future Having,Polysemous,,,recharge,1,,,Possession,,,
itch,long-32.2,Volition,Intend,Monosemous,,,reciprocate,1,,,Volition,,,
jab,hit-18.1,Force,Basic Force,Monosemous,,,recirculate,1,,,Force,,,
jab,poke-19,Force,Basic Force,Monosemous,,,recite,2,,,Force,,,
jabber,manner_speaking-37.3,Communication,Statement,Monosemous,,,reckon,1,,,Communication,,,
jade,amuse-31.1,Affect,Affect,Monosemous,,,reclaim,1,,,Affect,,,
jail,conﬁne-92,Affiliation,Cause Membership,Polysemous,,,reclassify,1,,,Affiliation,,,
jail,pocket-9.10,Incremental,Basic Incremental,Polysemous,,,recline,2,,,Incremental,,,
jam,hurt-40.8.3,Transformation,Hurt,Polysemous,,,recode,1,,,Transformation,,,
jam,spray-9.7,Incremental,Basic Incremental,Polysemous,,,recognise,1,,,Incremental,,,
jangle,sound_emission-43.2,Creation,Emission,Monosemous,,,recognize,2,,,Creation,,,
japan,coloring-24,Transformation,Causative Change of State,Monosemous,,,recollect,1,,,Transformation,,,
jar,amuse-31.1,Affect,Affect,Polysemous,,,recombine,1,,,Affect,,,
jar,pocket-9.10,Incremental,Basic Incremental,Polysemous,,,recommend,3,,,Incremental,,,
jeep,vehicle-51.4.1,Motion,Vehicular Motion,Monosemous,,,recommit,1,,,Motion,,,
jeer,nonverbal_expression-40.2,Existence,Existence,Monosemous,,,recompense,1,,,Existence,,,
jerk,push-12,Force,Basic Force,Monosemous,,,reconstitute,1,,,Force,,,
jest,chit_chat-37.6,Communication,Joint Statement,Monosemous,,,reconvene,1,,,Communication,,,
jet,substance_emission-43.4,Creation,Emission,Polysemous,,,record,1,,,Creation,,,
jet,vehicle-51.4.1,Motion,Vehicular Motion,Polysemous,,,recount,1,,,Motion,,,
jibe,harmonize-22.6,Association,Correlate and Differ,Monosemous,,,recoup,2,,,Association,,,
jig,waltz-51.5,Motion,Basic Motion,Monosemous,,,recover,1,,,Motion,,,
jiggle,body_internal_motion-49.1,Existence,Existence,Monosemous,,,recruit,2,,,Existence,,,
jiggle,modes_of_being_with_motion-47.3,Existence,Existence,Monosemous,,,rectify,1,,,Existence,,,
jingle,sound_emission-43.2,Creation,Emission,Monosemous,,,recur,1,,,Creation,,,
jitterbug,waltz-51.5,Motion,Basic Motion,Monosemous,,,recuse,1,,,Motion,,,
jive,waltz-51.5,Motion,Basic Motion,Monosemous,,,redact,1,,,Motion,,,
jog,run-51.3.2,Motion,Basic Motion,Monosemous,,,redden,1,,,Motion,,,
joggle,modes_of_being_with_motion-47.3,Existence,Existence,Monosemous,,,redecorate,1,,,Existence,,,
join,cooperate-73.1,Affiliation,Collective,Polysemous,,,redeem,1,,,Affiliation,,,
join,mix-22.1,Incremental,Basic Incremental,Polysemous,,,redevelop,1,,,Incremental,,,
joke,chit_chat-37.6,Communication,Joint Statement,Monosemous,,,redouble,1,,,Communication,,,
jollify,amuse-31.1,Affect,Affect,Monosemous,,,redraw,1,,,Affect,,,
jolt,amuse-31.1,Affect,Affect,Polysemous,,,redress,1,,,Affect,,,
jolt,stimulate-59.4,Affiliation,Inducive,Polysemous,,,reek,1,,,Affiliation,,,
jostle,push-12,Force,Basic Force,Monosemous,,,reel,1,,,Force,,,
jot,scribble-25.2,Creation,Image Creation,Monosemous,,,reelect,1,,,Creation,,,
jot_down,scribble-25.2,Creation,Image Creation,Monosemous,,,reeve,1,,,Creation,,,
jounce,run-51.3.2,Motion,Basic Motion,Monosemous,,,refashion,1,,,Motion,,,
journey,run-51.3.2,Motion,Basic Motion,Monosemous,,,refer,2,,,Motion,,,
joust,battle-36.4,Affiliation,Reciprocal,Monosemous,,,referee,1,,,Affiliation,,,
judge,captain-29.8,Affiliation,Role,Polysemous,,,refight,1,,,Affiliation,,,
judge,estimate-34.2,Cognition,Feel,Polysemous,,,refine,1,,,Cognition,,,
judge,judgment-33.1,Affiliation,Attack,Polysemous,,,reflect,1,,,Affiliation,,,
judge,judgment-33.1,Cognition,Judge,Polysemous,,,reform,1,,,Cognition,,,
jug,conﬁne-92,Affiliation,Cause Membership,Polysemous,,,refract,1,,,Affiliation,,,
jug,pocket-9.10,Incremental,Basic Incremental,Polysemous,,,refresh,1,,,Incremental,,,
jump,attack-60.1,Affiliation,Attack,Polysemous,,,refund,2,,,Affiliation,,,
jump,run-51.3.2,Motion,Basic Motion,Polysemous,,,refuse,1,,,Motion,,,
junket,dine-39.5,Transformation,Ingestion,Monosemous,,,regain,1,,,Transformation,,,
justify,transfer_mesg-37.1.1,Communication,Communicate,Monosemous,,,regale,1,,,Communication,,,
jut,spatial_conﬁguration-47.6,Existence,Existence,Monosemous,,,regard,2,,,Existence,,,
k.o.,spank-18.3,Force,Basic Force,Monosemous,,,register,1,,,Force,,,
kayak,vehicle-51.4.1,Motion,Vehicular Motion,Monosemous,,,regret,1,,,Motion,,,
keen,manner_speaking-37.3,Communication,Statement,Polysemous,,,regroup,1,,,Communication,,,
keen,sound_emission-43.2,Creation,Emission,Polysemous,,,regularize,1,,,Creation,,,
kennel,pocket-9.10,Incremental,Basic Incremental,Monosemous,,,rehearse,1,,,Incremental,,,
ki-yi,animal_sounds-38,Creation,Emission,Monosemous,,,reheat,1,,,Creation,,,
kick,body_internal_motion-49.1,Existence,Existence,Polysemous,,,reign_over,1,,,Existence,,,
kick,carry-11.4,Motion,Carry,Polysemous,,,reimburse,1,,,Motion,,,
kick,crane-40.3.2,Existence,Existence,Polysemous,,,reinforce,1,,,Existence,,,
kick,hit-18.1,Force,Basic Force,Polysemous,,,reinscribe,1,,,Force,,,
kick,split-23.2,Incremental,Basic Incremental,Polysemous,,,reinstall,1,,,Incremental,,,
kick,swat-18.2,Force,Basic Force,Polysemous,,,reinstate,1,,,Force,,,
kick,throw-17.1,Motion,Throw,Polysemous,,,reinsure,1,,,Motion,,,
kick_the_bucket,break_down-45.8,Transformation,Basic Change of State,Monosemous,,,reiterate,1,,,Transformation,,,
kick_the_bucket,die-42.4,Transformation,Basic Change of State,Monosemous,,,reject,1,,,Transformation,,,
kidnap,steal-10.5,Possession,Transfer of Possession,Monosemous,,,rejoice,1,,,Possession,,,
kill,amuse-31.1,Affect,Affect,Polysemous,,,rejoin,1,,,Affect,,,
kill,murder-42.1,Transformation,Causative Change of State,Polysemous,,,rejuvenate,1,,,Transformation,,,
kill,remove-10.1,Incremental,Causative Incremental,Polysemous,,,rekindle,1,,,Incremental,,,
kill-off,murder-42.1,Transformation,Causative Change of State,Monosemous,,,relate,2,,,Transformation,,,
kindle,engender-27.1,Causation,Cause and Effect,Polysemous,,,relax,1,,,Causation,,,
kindle,other_cos-45.4,Transformation,Basic Change of State,Polysemous,,,relay,1,,,Transformation,,,
kindle,preparing-26.3,Creation,Causative Creation,Polysemous,,,relearn,2,,,Creation,,,
kiss,marry-36.2,Affiliation,Reciprocal,Polysemous,,,relieve,1,,,Affiliation,,,
kiss,touch-20,Force,Basic Force,Polysemous,,,relinquish,1,,,Force,,,
kitten,calve-28.1,Creation,Causative Creation,Monosemous,,,relish,1,,,Creation,,,
knap,hit-18.1,Force,Basic Force,Monosemous,,,remain,1,,,Force,,,
knead,knead-26.5,Transformation,Basic Change of State,Polysemous,,,remake,1,,,Transformation,,,
knead,touch-20,Force,Basic Force,Polysemous,,,remark,1,,,Force,,,
knee,spank-18.3,Force,Basic Force,Monosemous,,,remaster,1,,,Force,,,
kneel,assuming_position-50,Existence,Existence,Polysemous,,,remedy,1,,,Existence,,,
kneel,curtsey-40.3.3,Communication,Statement,Polysemous,,,remember,1,,,Communication,,,
kneel,spatial_conﬁguration-47.6,Existence,Existence,Polysemous,,,remind,1,,,Existence,,,
knell,sound_emission-43.2,Creation,Emission,Monosemous,,,remit,1,,,Creation,,,
